"","Anon.Student.Id","Problem.Name","Day","Condition","hints_req","num_errors","minSpent","Inc->Cor","Inc->Hint","Inc->Inc","NumBOH"
"11365","Stu_5c8963bd0eb07464ae0bfd8e847f090c",28,"05/05/10","single",1,4,1.46666666666667,0.5,0.25,0.25,0
"11368","Stu_5c8963bd0eb07464ae0bfd8e847f090c",29,"05/05/10","single",0,0,0.433333333333333,0,0,0,0
"11374","Stu_5c8963bd0eb07464ae0bfd8e847f090c",30,"05/05/10","single",0,1,0.633333333333333,1,0,0,0
"11377","Stu_5c8963bd0eb07464ae0bfd8e847f090c",31,"05/05/10","single",3,1,0.6,1,0,0,0
"11380","Stu_5c8963bd0eb07464ae0bfd8e847f090c",32,"05/05/10","single",7,1,0.85,0,1,0,0
"11383","Stu_5c8963bd0eb07464ae0bfd8e847f090c",33,"05/05/10","single",3,1,0.5,0,1,0,0
"11386","Stu_5c8963bd0eb07464ae0bfd8e847f090c",34,"05/05/10","single",0,0,0.3,0,0,0,0
"11389","Stu_5c8963bd0eb07464ae0bfd8e847f090c",35,"05/05/10","single",0,2,0.566666666666667,1,0,0,0
"11392","Stu_5c8963bd0eb07464ae0bfd8e847f090c",36,"05/05/10","single",0,3,0.666666666666667,0.666666666666667,0,0.333333333333333,0
"11395","Stu_5c8963bd0eb07464ae0bfd8e847f090c",37,"05/05/10","single",0,3,2.26666666666667,1,0,0,0
"11325","Stu_5c8963bd0eb07464ae0bfd8e847f090c",1,"05/06/10","single",0,4,0.966666666666667,1,0,0,0
"11348","Stu_5c8963bd0eb07464ae0bfd8e847f090c",2,"05/06/10","single",0,2,0.833333333333333,1,0,0,0
"11373","Stu_5c8963bd0eb07464ae0bfd8e847f090c",3,"05/06/10","single",0,3,1.23333333333333,0.333333333333333,0,0.666666666666667,0
"11398","Stu_5c8963bd0eb07464ae0bfd8e847f090c",4,"05/06/10","single",0,6,1.11666666666667,0.666666666666667,0,0.333333333333333,0
"11401","Stu_5c8963bd0eb07464ae0bfd8e847f090c",5,"05/06/10","single",0,2,1.53333333333333,1,0,0,0
"11404","Stu_5c8963bd0eb07464ae0bfd8e847f090c",6,"05/06/10","single",0,1,0.716666666666667,1,0,0,0
"11407","Stu_5c8963bd0eb07464ae0bfd8e847f090c",7,"05/06/10","single",0,2,0.7,1,0,0,0
"11409","Stu_5c8963bd0eb07464ae0bfd8e847f090c",8,"05/06/10","single",0,5,41.4333333333333,1,0,0,0
"11411","Stu_5c8963bd0eb07464ae0bfd8e847f090c",9,"05/06/10","single",0,5,41.2,0.6,0,0.4,0
"11327","Stu_5c8963bd0eb07464ae0bfd8e847f090c",10,"05/06/10","single",0,9,41.2,0.555555555555556,0,0.444444444444444,0
"11329","Stu_5c8963bd0eb07464ae0bfd8e847f090c",11,"05/06/10","single",0,5,42.35,0.8,0,0.2,0
"11331","Stu_5c8963bd0eb07464ae0bfd8e847f090c",12,"05/06/10","single",0,5,42.3,0.8,0,0.2,0
"11333","Stu_5c8963bd0eb07464ae0bfd8e847f090c",13,"05/06/10","single",4,3,41.7833333333333,0.333333333333333,0.333333333333333,0.333333333333333,1
"11335","Stu_5c8963bd0eb07464ae0bfd8e847f090c",14,"05/06/10","single",0,1,41.1166666666667,1,0,0,0
"11337","Stu_5c8963bd0eb07464ae0bfd8e847f090c",15,"05/06/10","single",0,0,40.95,0,0,0,0
"11339","Stu_5c8963bd0eb07464ae0bfd8e847f090c",16,"05/06/10","single",0,1,40.8333333333333,1,0,0,0
"11341","Stu_5c8963bd0eb07464ae0bfd8e847f090c",17,"05/06/10","single",0,2,40.8833333333333,1,0,0,0
"11343","Stu_5c8963bd0eb07464ae0bfd8e847f090c",18,"05/06/10","single",0,0,40.9166666666667,0,0,0,0
"11345","Stu_5c8963bd0eb07464ae0bfd8e847f090c",19,"05/06/10","single",3,7,41.4833333333333,0.428571428571429,0.142857142857143,0.428571428571429,0
"11350","Stu_5c8963bd0eb07464ae0bfd8e847f090c",20,"05/06/10","single",0,5,41.0666666666667,1,0,0,0
"11352","Stu_5c8963bd0eb07464ae0bfd8e847f090c",21,"05/06/10","single",0,4,40.6333333333333,0.75,0,0.25,0
"11354","Stu_5c8963bd0eb07464ae0bfd8e847f090c",22,"05/06/10","single",0,1,40.65,1,0,0,0
"11356","Stu_5c8963bd0eb07464ae0bfd8e847f090c",23,"05/06/10","single",0,2,40.6666666666667,1,0,0,0
"11358","Stu_5c8963bd0eb07464ae0bfd8e847f090c",24,"05/06/10","single",0,2,40.5833333333333,1,0,0,0
"11360","Stu_5c8963bd0eb07464ae0bfd8e847f090c",25,"05/06/10","single",4,4,40.6666666666667,0.75,0.25,0,0
"11362","Stu_5c8963bd0eb07464ae0bfd8e847f090c",26,"05/06/10","single",0,1,39.7666666666667,1,0,0,0
"11364","Stu_5c8963bd0eb07464ae0bfd8e847f090c",27,"05/06/10","single",3,16,41.25,0.1875,0.0625,0.75,0
"11366","Stu_5c8963bd0eb07464ae0bfd8e847f090c",28,"05/06/10","single",0,1,0.516666666666667,1,0,0,0
"11369","Stu_5c8963bd0eb07464ae0bfd8e847f090c",29,"05/06/10","single",0,2,0.433333333333333,1,0,0,0
"11375","Stu_5c8963bd0eb07464ae0bfd8e847f090c",30,"05/06/10","single",0,0,0.416666666666667,0,0,0,0
"11378","Stu_5c8963bd0eb07464ae0bfd8e847f090c",31,"05/06/10","single",0,1,0.5,1,0,0,0
"11381","Stu_5c8963bd0eb07464ae0bfd8e847f090c",32,"05/06/10","single",0,2,0.716666666666667,0.5,0,0.5,0
"11384","Stu_5c8963bd0eb07464ae0bfd8e847f090c",33,"05/06/10","single",0,2,0.316666666666667,0.5,0,0.5,0
"11387","Stu_5c8963bd0eb07464ae0bfd8e847f090c",34,"05/06/10","single",0,1,0.483333333333333,1,0,0,0
"11390","Stu_5c8963bd0eb07464ae0bfd8e847f090c",35,"05/06/10","single",0,0,0.516666666666667,0,0,0,0
"11393","Stu_5c8963bd0eb07464ae0bfd8e847f090c",36,"05/06/10","single",0,0,0.466666666666667,0,0,0,0
"11367","Stu_5c8963bd0eb07464ae0bfd8e847f090c",28,"05/10/10","single",0,3,0.483333333333333,0.666666666666667,0,0.333333333333333,0
"11370","Stu_5c8963bd0eb07464ae0bfd8e847f090c",29,"05/10/10","single",0,5,0.766666666666667,0.4,0,0.6,0
"11376","Stu_5c8963bd0eb07464ae0bfd8e847f090c",30,"05/10/10","single",0,0,0.3,0,0,0,0
"11379","Stu_5c8963bd0eb07464ae0bfd8e847f090c",31,"05/10/10","single",0,0,0.25,0,0,0,0
"11382","Stu_5c8963bd0eb07464ae0bfd8e847f090c",32,"05/10/10","single",0,0,0.316666666666667,0,0,0,0
"11385","Stu_5c8963bd0eb07464ae0bfd8e847f090c",33,"05/10/10","single",0,0,0.233333333333333,0,0,0,0
"11388","Stu_5c8963bd0eb07464ae0bfd8e847f090c",34,"05/10/10","single",0,1,0.65,1,0,0,0
"11391","Stu_5c8963bd0eb07464ae0bfd8e847f090c",35,"05/10/10","single",0,0,0.4,0,0,0,0
"11394","Stu_5c8963bd0eb07464ae0bfd8e847f090c",36,"05/10/10","single",0,0,0.383333333333333,0,0,0,0
"11412","Stu_5d69f9755d7d2d7d1881d74421419348",1,"05/04/10","single",1,0,8.28333333333333,0,0,0,0
"11445","Stu_5d69f9755d7d2d7d1881d74421419348",2,"05/04/10","single",3,3,7.38333333333333,0.333333333333333,0.666666666666667,0,0
"11478","Stu_5d69f9755d7d2d7d1881d74421419348",3,"05/04/10","single",0,1,8.7,1,0,0,0
"11504","Stu_5d69f9755d7d2d7d1881d74421419348",4,"05/04/10","single",0,1,1.51666666666667,1,0,0,0
"11507","Stu_5d69f9755d7d2d7d1881d74421419348",5,"05/04/10","single",0,3,1.2,0.666666666666667,0,0.333333333333333,0
"11510","Stu_5d69f9755d7d2d7d1881d74421419348",6,"05/04/10","single",0,2,1.43333333333333,0.5,0,0.5,0
"11513","Stu_5d69f9755d7d2d7d1881d74421419348",7,"05/04/10","single",0,1,1.15,1,0,0,0
"11516","Stu_5d69f9755d7d2d7d1881d74421419348",8,"05/04/10","single",0,4,1.1,0.75,0,0.25,0
"11519","Stu_5d69f9755d7d2d7d1881d74421419348",9,"05/04/10","single",1,6,1.73333333333333,0.833333333333333,0,0.166666666666667,0
"11415","Stu_5d69f9755d7d2d7d1881d74421419348",10,"05/04/10","single",0,2,1.31666666666667,0.5,0,0.5,0
"11418","Stu_5d69f9755d7d2d7d1881d74421419348",11,"05/04/10","single",0,1,0.933333333333333,1,0,0,0
"11421","Stu_5d69f9755d7d2d7d1881d74421419348",12,"05/04/10","single",0,4,1.85,0.75,0,0.25,0
"11424","Stu_5d69f9755d7d2d7d1881d74421419348",13,"05/04/10","single",0,1,0.783333333333333,1,0,0,0
"11427","Stu_5d69f9755d7d2d7d1881d74421419348",14,"05/04/10","single",0,1,0.75,1,0,0,0
"11413","Stu_5d69f9755d7d2d7d1881d74421419348",1,"05/06/10","single",0,3,1.01666666666667,0.333333333333333,0,0.666666666666667,0
"11446","Stu_5d69f9755d7d2d7d1881d74421419348",2,"05/06/10","single",0,2,1.65,1,0,0,0
"11479","Stu_5d69f9755d7d2d7d1881d74421419348",3,"05/06/10","single",0,0,1,0,0,0,0
"11430","Stu_5d69f9755d7d2d7d1881d74421419348",15,"05/06/10","single",0,1,0.5,1,0,0,0
"11433","Stu_5d69f9755d7d2d7d1881d74421419348",16,"05/06/10","single",0,1,0.666666666666667,1,0,0,0
"11436","Stu_5d69f9755d7d2d7d1881d74421419348",17,"05/06/10","single",0,0,0.166666666666667,0,0,0,0
"11439","Stu_5d69f9755d7d2d7d1881d74421419348",18,"05/06/10","single",0,0,0.15,0,0,0,0
"11442","Stu_5d69f9755d7d2d7d1881d74421419348",19,"05/06/10","single",0,0,0.15,0,0,0,0
"11448","Stu_5d69f9755d7d2d7d1881d74421419348",20,"05/06/10","single",0,1,1,1,0,0,0
"11451","Stu_5d69f9755d7d2d7d1881d74421419348",21,"05/06/10","single",3,1,0.6,1,0,0,0
"11454","Stu_5d69f9755d7d2d7d1881d74421419348",22,"05/06/10","single",3,0,0.4,0,0,0,0
"11457","Stu_5d69f9755d7d2d7d1881d74421419348",23,"05/06/10","single",3,0,0.516666666666667,0,0,0,0
"11460","Stu_5d69f9755d7d2d7d1881d74421419348",24,"05/06/10","single",3,0,0.433333333333333,0,0,0,0
"11463","Stu_5d69f9755d7d2d7d1881d74421419348",25,"05/06/10","single",4,0,0.783333333333333,0,0,0,0
"11466","Stu_5d69f9755d7d2d7d1881d74421419348",26,"05/06/10","single",0,6,1.66666666666667,0.5,0,0.5,0
"11469","Stu_5d69f9755d7d2d7d1881d74421419348",27,"05/06/10","single",10,5,1.76666666666667,0.2,0.2,0.6,1
"11472","Stu_5d69f9755d7d2d7d1881d74421419348",28,"05/06/10","single",0,2,1.26666666666667,0.5,0,0.5,0
"11475","Stu_5d69f9755d7d2d7d1881d74421419348",29,"05/06/10","single",3,0,1.73333333333333,0,0,0,0
"11482","Stu_5d69f9755d7d2d7d1881d74421419348",30,"05/06/10","single",4,0,4.28333333333333,0,0,0,1
"11485","Stu_5d69f9755d7d2d7d1881d74421419348",31,"05/06/10","single",0,1,1.61666666666667,1,0,0,0
"11488","Stu_5d69f9755d7d2d7d1881d74421419348",32,"05/06/10","single",0,1,1.16666666666667,1,0,0,0
"11491","Stu_5d69f9755d7d2d7d1881d74421419348",33,"05/06/10","single",0,1,0.433333333333333,1,0,0,0
"11494","Stu_5d69f9755d7d2d7d1881d74421419348",34,"05/06/10","single",0,0,0.516666666666667,0,0,0,0
"11497","Stu_5d69f9755d7d2d7d1881d74421419348",35,"05/06/10","single",0,2,1.18333333333333,1,0,0,0
"11500","Stu_5d69f9755d7d2d7d1881d74421419348",36,"05/06/10","single",10,7,5.98333333333333,0.428571428571429,0.428571428571429,0.142857142857143,1
"11503","Stu_5d69f9755d7d2d7d1881d74421419348",37,"05/06/10","single",11,5,2.4,0.2,0.4,0.4,2
"11480","Stu_5d69f9755d7d2d7d1881d74421419348",3,"05/12/10","single",0,1,1.21666666666667,1,0,0,0
"11505","Stu_5d69f9755d7d2d7d1881d74421419348",4,"05/12/10","single",8,1,1.85,0,1,0,2
"11508","Stu_5d69f9755d7d2d7d1881d74421419348",5,"05/12/10","single",4,1,1.03333333333333,1,0,0,1
"11511","Stu_5d69f9755d7d2d7d1881d74421419348",6,"05/12/10","single",5,0,0.883333333333333,0,0,0,1
"11514","Stu_5d69f9755d7d2d7d1881d74421419348",7,"05/12/10","single",0,2,1.01666666666667,0.5,0,0.5,0
"11517","Stu_5d69f9755d7d2d7d1881d74421419348",8,"05/12/10","single",0,4,1.3,1,0,0,0
"11520","Stu_5d69f9755d7d2d7d1881d74421419348",9,"05/12/10","single",0,2,0.8,1,0,0,0
"11416","Stu_5d69f9755d7d2d7d1881d74421419348",10,"05/12/10","single",0,3,0.75,0.666666666666667,0,0.333333333333333,0
"11419","Stu_5d69f9755d7d2d7d1881d74421419348",11,"05/12/10","single",0,2,0.866666666666667,1,0,0,0
"11422","Stu_5d69f9755d7d2d7d1881d74421419348",12,"05/12/10","single",0,0,1.06666666666667,0,0,0,0
"11425","Stu_5d69f9755d7d2d7d1881d74421419348",13,"05/12/10","single",0,0,0.266666666666667,0,0,0,0
"11428","Stu_5d69f9755d7d2d7d1881d74421419348",14,"05/12/10","single",0,0,0.2,0,0,0,0
"11431","Stu_5d69f9755d7d2d7d1881d74421419348",15,"05/12/10","single",0,0,0.183333333333333,0,0,0,0
"11434","Stu_5d69f9755d7d2d7d1881d74421419348",16,"05/12/10","single",0,0,0.383333333333333,0,0,0,0
"11437","Stu_5d69f9755d7d2d7d1881d74421419348",17,"05/12/10","single",0,0,0.133333333333333,0,0,0,0
"11440","Stu_5d69f9755d7d2d7d1881d74421419348",18,"05/12/10","single",0,0,0.116666666666667,0,0,0,0
"11443","Stu_5d69f9755d7d2d7d1881d74421419348",19,"05/12/10","single",3,3,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0
"11449","Stu_5d69f9755d7d2d7d1881d74421419348",20,"05/12/10","single",0,0,0.6,0,0,0,0
"11452","Stu_5d69f9755d7d2d7d1881d74421419348",21,"05/12/10","single",3,2,0.666666666666667,0.5,0.5,0,0
"11455","Stu_5d69f9755d7d2d7d1881d74421419348",22,"05/12/10","single",0,3,0.6,0.666666666666667,0,0.333333333333333,0
"11458","Stu_5d69f9755d7d2d7d1881d74421419348",23,"05/12/10","single",0,2,0.333333333333333,1,0,0,0
"11461","Stu_5d69f9755d7d2d7d1881d74421419348",24,"05/12/10","single",4,1,0.466666666666667,0,1,0,0
"11464","Stu_5d69f9755d7d2d7d1881d74421419348",25,"05/12/10","single",11,3,1.2,0.333333333333333,0.666666666666667,0,2
"11467","Stu_5d69f9755d7d2d7d1881d74421419348",26,"05/12/10","single",0,4,1.15,0.75,0,0.25,0
"11470","Stu_5d69f9755d7d2d7d1881d74421419348",27,"05/12/10","single",0,0,0.783333333333333,0,0,0,0
"11473","Stu_5d69f9755d7d2d7d1881d74421419348",28,"05/12/10","single",10,7,2,0.428571428571429,0.142857142857143,0.428571428571429,1
"11476","Stu_5d69f9755d7d2d7d1881d74421419348",29,"05/12/10","single",7,4,2.25,0.75,0,0.25,1
"11483","Stu_5d69f9755d7d2d7d1881d74421419348",30,"05/12/10","single",0,1,0.85,1,0,0,0
"11486","Stu_5d69f9755d7d2d7d1881d74421419348",31,"05/12/10","single",6,5,1.45,0.2,0.4,0.4,0
"11489","Stu_5d69f9755d7d2d7d1881d74421419348",32,"05/12/10","single",10,9,1.4,0.222222222222222,0.222222222222222,0.555555555555556,1
"11492","Stu_5d69f9755d7d2d7d1881d74421419348",33,"05/12/10","single",0,0,0.516666666666667,0,0,0,0
"11495","Stu_5d69f9755d7d2d7d1881d74421419348",34,"05/12/10","single",0,3,0.933333333333333,0.666666666666667,0,0.333333333333333,0
"11498","Stu_5d69f9755d7d2d7d1881d74421419348",35,"05/12/10","single",0,2,1,1,0,0,0
"11501","Stu_5d69f9755d7d2d7d1881d74421419348",36,"05/12/10","single",0,0,0.416666666666667,0,0,0,0
"11414","Stu_5d69f9755d7d2d7d1881d74421419348",1,"05/13/10","single",0,1,1.55,1,0,0,0
"11447","Stu_5d69f9755d7d2d7d1881d74421419348",2,"05/13/10","single",0,7,1.46666666666667,0.285714285714286,0,0.714285714285714,0
"11481","Stu_5d69f9755d7d2d7d1881d74421419348",3,"05/13/10","single",0,1,0.733333333333333,1,0,0,0
"11506","Stu_5d69f9755d7d2d7d1881d74421419348",4,"05/13/10","single",0,3,0.95,1,0,0,0
"11509","Stu_5d69f9755d7d2d7d1881d74421419348",5,"05/13/10","single",4,2,1.35,0.5,0.5,0,1
"11512","Stu_5d69f9755d7d2d7d1881d74421419348",6,"05/13/10","single",0,4,1.03333333333333,0.25,0,0.75,0
"11515","Stu_5d69f9755d7d2d7d1881d74421419348",7,"05/13/10","single",0,3,0.65,1,0,0,0
"11518","Stu_5d69f9755d7d2d7d1881d74421419348",8,"05/13/10","single",0,2,0.883333333333333,1,0,0,0
"11521","Stu_5d69f9755d7d2d7d1881d74421419348",9,"05/13/10","single",0,3,0.633333333333333,1,0,0,0
"11417","Stu_5d69f9755d7d2d7d1881d74421419348",10,"05/13/10","single",0,2,0.633333333333333,1,0,0,0
"11420","Stu_5d69f9755d7d2d7d1881d74421419348",11,"05/13/10","single",0,2,1,0.5,0,0.5,0
"11423","Stu_5d69f9755d7d2d7d1881d74421419348",12,"05/13/10","single",0,0,1.75,0,0,0,0
"11426","Stu_5d69f9755d7d2d7d1881d74421419348",13,"05/13/10","single",0,1,0.216666666666667,1,0,0,0
"11429","Stu_5d69f9755d7d2d7d1881d74421419348",14,"05/13/10","single",0,0,0.1,0,0,0,0
"11432","Stu_5d69f9755d7d2d7d1881d74421419348",15,"05/13/10","single",0,0,0.166666666666667,0,0,0,0
"11435","Stu_5d69f9755d7d2d7d1881d74421419348",16,"05/13/10","single",0,0,0.133333333333333,0,0,0,0
"11438","Stu_5d69f9755d7d2d7d1881d74421419348",17,"05/13/10","single",0,0,0.116666666666667,0,0,0,0
"11441","Stu_5d69f9755d7d2d7d1881d74421419348",18,"05/13/10","single",0,0,0.15,0,0,0,0
"11444","Stu_5d69f9755d7d2d7d1881d74421419348",19,"05/13/10","single",0,1,0.616666666666667,1,0,0,0
"11450","Stu_5d69f9755d7d2d7d1881d74421419348",20,"05/13/10","single",0,0,1.11666666666667,0,0,0,0
"11453","Stu_5d69f9755d7d2d7d1881d74421419348",21,"05/13/10","single",0,2,0.416666666666667,0.5,0,0.5,0
"11456","Stu_5d69f9755d7d2d7d1881d74421419348",22,"05/13/10","single",0,1,0.25,1,0,0,0
"11459","Stu_5d69f9755d7d2d7d1881d74421419348",23,"05/13/10","single",0,0,0.25,0,0,0,0
"11462","Stu_5d69f9755d7d2d7d1881d74421419348",24,"05/13/10","single",0,0,0.2,0,0,0,0
"11465","Stu_5d69f9755d7d2d7d1881d74421419348",25,"05/13/10","single",7,5,0.95,0.6,0.2,0.2,0
"11468","Stu_5d69f9755d7d2d7d1881d74421419348",26,"05/13/10","single",0,4,0.7,0.75,0,0.25,0
"11471","Stu_5d69f9755d7d2d7d1881d74421419348",27,"05/13/10","single",12,1,1.15,0,1,0,2
"11474","Stu_5d69f9755d7d2d7d1881d74421419348",28,"05/13/10","single",0,1,0.633333333333333,1,0,0,0
"11477","Stu_5d69f9755d7d2d7d1881d74421419348",29,"05/13/10","single",9,2,1.6,0.5,0,0.5,1
"11484","Stu_5d69f9755d7d2d7d1881d74421419348",30,"05/13/10","single",0,0,0.95,0,0,0,0
"11487","Stu_5d69f9755d7d2d7d1881d74421419348",31,"05/13/10","single",0,0,0.4,0,0,0,0
"11490","Stu_5d69f9755d7d2d7d1881d74421419348",32,"05/13/10","single",4,2,2.71666666666667,1,0,0,1
"11493","Stu_5d69f9755d7d2d7d1881d74421419348",33,"05/13/10","single",0,3,0.683333333333333,0.666666666666667,0,0.333333333333333,0
"11496","Stu_5d69f9755d7d2d7d1881d74421419348",34,"05/13/10","single",0,2,0.916666666666667,1,0,0,0
"11499","Stu_5d69f9755d7d2d7d1881d74421419348",35,"05/13/10","single",3,6,1.28333333333333,0.333333333333333,0.166666666666667,0.5,0
"11502","Stu_5d69f9755d7d2d7d1881d74421419348",36,"05/13/10","single",0,1,0.533333333333333,1,0,0,0
"11522","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",1,"05/04/10","blocked",0,4,15.7,0.5,0,0.5,0
"11553","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",2,"05/04/10","blocked",0,1,16.8833333333333,1,0,0,0
"11576","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",3,"05/04/10","blocked",0,1,17.55,1,0,0,0
"11599","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",4,"05/04/10","blocked",0,3,13,0.666666666666667,0,0.333333333333333,0
"11602","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",5,"05/04/10","blocked",0,3,13.9166666666667,1,0,0,0
"11605","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",6,"05/04/10","blocked",3,1,15.3166666666667,1,0,0,0
"11608","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",7,"05/04/10","blocked",0,1,15.7833333333333,1,0,0,0
"11611","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",8,"05/04/10","blocked",0,2,16.7666666666667,1,0,0,0
"11614","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",9,"05/04/10","blocked",0,1,17.6666666666667,1,0,0,0
"11525","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",10,"05/04/10","blocked",0,1,0.85,1,0,0,0
"11528","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",11,"05/04/10","blocked",0,1,1.36666666666667,1,0,0,0
"11531","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",12,"05/04/10","blocked",0,2,1.1,0.5,0,0.5,0
"11534","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",13,"05/04/10","blocked",0,1,0.966666666666667,1,0,0,0
"11537","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",14,"05/04/10","blocked",0,1,0.233333333333333,1,0,0,0
"11540","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",15,"05/04/10","blocked",0,0,0.15,0,0,0,0
"11543","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",16,"05/04/10","blocked",0,0,0.133333333333333,0,0,0,0
"11546","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",17,"05/04/10","blocked",0,1,0.15,1,0,0,0
"11523","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",1,"05/06/10","blocked",0,1,0.566666666666667,1,0,0,0
"11554","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",2,"05/06/10","blocked",0,1,1.06666666666667,1,0,0,0
"11577","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",3,"05/06/10","blocked",0,4,1.46666666666667,1,0,0,0
"11600","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",4,"05/06/10","blocked",0,2,1.08333333333333,0.5,0,0.5,0
"11603","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",5,"05/06/10","blocked",0,1,1.05,1,0,0,0
"11606","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",6,"05/06/10","blocked",0,0,0.75,0,0,0,0
"11609","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",7,"05/06/10","blocked",0,1,1.48333333333333,1,0,0,0
"11612","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",8,"05/06/10","blocked",0,0,0.883333333333333,0,0,0,0
"11615","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",9,"05/06/10","blocked",0,2,1.05,1,0,0,0
"11526","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",10,"05/06/10","blocked",0,0,0.783333333333333,0,0,0,0
"11529","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",11,"05/06/10","blocked",0,0,0.7,0,0,0,0
"11532","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",12,"05/06/10","blocked",0,0,0.766666666666667,0,0,0,0
"11535","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",13,"05/06/10","blocked",0,0,1.23333333333333,0,0,0,0
"11538","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",14,"05/06/10","blocked",0,0,0.266666666666667,0,0,0,0
"11541","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",15,"05/06/10","blocked",0,0,0.1,0,0,0,0
"11544","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",16,"05/06/10","blocked",0,0,0.116666666666667,0,0,0,0
"11547","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",17,"05/06/10","blocked",0,0,0.0833333333333333,0,0,0,0
"11549","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",18,"05/06/10","blocked",0,0,45.15,0,0,0,0
"11551","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",19,"05/06/10","blocked",0,0,45.2833333333333,0,0,0,0
"11556","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",20,"05/06/10","blocked",0,7,45.45,0.714285714285714,0,0.285714285714286,0
"11558","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",21,"05/06/10","blocked",0,2,45.1666666666667,1,0,0,0
"11560","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",22,"05/06/10","blocked",0,1,45.1,1,0,0,0
"11562","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",23,"05/06/10","blocked",0,2,44.9666666666667,1,0,0,0
"11564","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",24,"05/06/10","blocked",0,0,45.05,0,0,0,0
"11566","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",25,"05/06/10","blocked",0,0,45.2333333333333,0,0,0,0
"11568","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",26,"05/06/10","blocked",0,7,1.6,0.285714285714286,0,0.714285714285714,0
"11570","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",27,"05/06/10","blocked",0,4,1.3,0.75,0,0.25,0
"11572","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",28,"05/06/10","blocked",0,4,0.783333333333333,0.75,0,0.25,0
"11574","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",29,"05/06/10","blocked",0,2,0.6,1,0,0,0
"11579","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",30,"05/06/10","blocked",1,1,1.73333333333333,1,0,0,0
"11581","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",31,"05/06/10","blocked",0,0,0.416666666666667,0,0,0,0
"11583","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",32,"05/06/10","blocked",0,1,0.483333333333333,1,0,0,0
"11585","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",33,"05/06/10","blocked",0,0,0.433333333333333,0,0,0,0
"11587","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",34,"05/06/10","blocked",0,0,0.266666666666667,0,0,0,0
"11590","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",35,"05/06/10","blocked",0,1,1.25,1,0,0,0
"11593","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",36,"05/06/10","blocked",0,0,0.516666666666667,0,0,0,0
"11596","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",37,"05/06/10","blocked",0,2,0.633333333333333,0.5,0,0.5,0
"11524","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",1,"05/10/10","blocked",0,3,0.316666666666667,0.333333333333333,0,0.666666666666667,0
"11555","Stu_5db57d25b2f2dc108f34a0f9e2dbec59",2,"05/10/10","blocked",0,3,1.18333333333333,1,0,0,0
